cusine,name,voteCount,rating,address,cusine,cost,timing
"Chinese, Rolls, Biryani",Just Bowl-ed,Cuisines:,NEW,"Vivekananda Nagar, Jamtola, Hatiaara, Rajarhat, Chinar Park, Kolkata","Chinese, Rolls, Biryani",₹300,6pm – 11pm (Mon-Sun)
"Chinese, Rolls, Biryani",Stoners Square,4 votes,3.0,"B-8, Nkda Market, Opposite Unitech Gate 1, New Town, Kolkata","Chinese, Rolls, Biryani",₹250,12noon – 12midnight (Mon-Sun)
"Chinese, North Indian",Handi Biryani,Cuisines:,-,"Laksharhati Bazar, Near DLF 2, New Town, Kolkata","Chinese, North Indian",₹400,11am – 3am (Mon-Sun)
"Chinese, North Indian",Rashonalay,Cuisines:,NEW,"Teghoriya Jugberiya, Ghola, Sodepur, Kolkata","Chinese, North Indian",₹200,8am – 11pm (Mon-Sun)
South Indian,Hungry House,Cuisines:,-,"DB 36, Pre 11-0280, AA-1 Kulaay Coopt, HSG.SOC.LTD, Bidhanngar, Rajarhat, New Town, Kolkata",South Indian,₹200,11am – 11pm (Mon-Sun)
South Indian,Food King,Cuisines:,NEW,"C/26, Katyayani Mandir, Baghajatin, Kolkata",South Indian,₹200,12:45pm – 11pm (Mon-Sun)
"Cafe, Fast Food, Beverages",Foodies,Cuisines:,-,"Sonarpur Station Road, Near Muthoot Finance Bank, Narendra Pur, Kolkata","Cafe, Fast Food, Beverages",₹250,12noon – 11:30pm (Mon-Sun)
"Cafe, Fast Food, Beverages",Food Way,6 votes,3.1,"117/2, N.S Road, Netaji Nagar, Naktala, Kolkata","Cafe, Fast Food, Beverages",₹250,11am – 11pm (Mon-Sun)
Juices,Apna Dhaba,Cuisines:,-,"1D, Jayangra Chowmatha, Rajarhat Road, Baguihati, Kolkata",Juices,₹300,12noon – 2am (Mon-Sun)
Juices,Good Food,Cuisines:,-,"Beside Ganipur High School, Behala, Kolkata",Juices,₹200,11am – 11pm (Mon-Sun)
"North Indian, Chinese",Vojonrosik,Cuisines:,-,"Daspara, Hooghly, Chinsura, Kolkata","North Indian, Chinese",₹200,8am – 11pm (Mon-Sun)
"North Indian, Chinese",AB Golden Fry,14 votes,3.3,"26, C Block, Chittaranjan Colony 6, Baghajatin Colony, Baghajatin, Kolkata","North Indian, Chinese",₹500,12:30pm – 1am (Mon-Sun)
Street Food,AFC Ashu's Food Corner,Cuisines:,,"19/1 Netaji Colony, Near Tobin Road, Baranagar, Kolkata",Street Food,₹200,
Street Food,Avis Kitchen,Cuisines:,-,"12, Arabinda Bose Nagar, Sarsuna, Behala, Kolkata",Street Food,₹250,11am – 11pm (Mon-Sun)
"Street Food, Fast Food",Garib Nashta,Cuisines:,-,"104/12, N.N. Road, Narkeldanga, Baguihati, Kolkata","Street Food, Fast Food",₹150,10am – 11pm (Mon-Sun)
"Street Food, Fast Food",Junction,Cuisines:,-,"58/2, New GT Road, Hooghly, Uttarpara, Kolkata","Street Food, Fast Food",₹200,"10am – 9pm (Mon-Sat),Closed (Sun)"
"Rolls, Chinese, Biryani, North Indian, Bengali",Eat Well,21 votes,3.4,"Shop 8, Madhusudan Complex, Plot 263, Michael Nagar, North Twenty Four Parganas, Barasat, Kolkata","Rolls, Chinese, Biryani, North Indian, Bengali",₹350,12noon – 12midnight (Mon-Sun)
"Rolls, Chinese, Biryani, North Indian, Bengali",Hot Lips,Cuisines:,,"A 12, Phase 3, Near JIS College Gate, Nadia, Kalyani, Kolkata","Rolls, Chinese, Biryani, North Indian, Bengali",₹250,
Mishti,Tea Bag,4 votes,3.1,"BF-1 Hana para Rabindra pally kestopur, Kestopur, Kolkata",Mishti,₹150,10am – 12:30am (Mon-Sun)
Mishti,Rounique Special,12 votes,3.3,"43/1, Swapanpuri Apartments, Shyamnagar Road, Near SBI Bank, Baguihati, Kolkata",Mishti,₹400,24 Hours (Mon-Sun)
Bakery,Globtech,Cuisines:,-,"A-60 Nandan Kanan, Santoshpur, Kolkata",Bakery,₹100,9:30am – 9pm (Mon-Sun)
Bakery,Obibhokto Banglar Swad (O.B.B.S),Cuisines:,-,"1243, M.G. Road, Haridevpur, Tollygunge, Kolkata",Bakery,₹500,24 Hours (Mon-Sun)
"North Indian, Chinese",Best Kitchen,Cuisines:,NEW,"Rajarhat Chanakya Centre, Rajarhat, Chinar Park, Kolkata","North Indian, Chinese",₹450,11am – 11pm (Mon-Sun)
"North Indian, Chinese",Chaina's Kitchen,Cuisines:,-,"Shop 75, Karunamoyee Devi Road, Barrackpore, Kolkata","North Indian, Chinese",₹150,5pm – 10pm (Mon-Sun)
"Italian, Fast Food",Kalpana Restaurant,Cuisines:,-,"191, Gouri Nath Shastri Sarani, Shyamnagar Road, Dum Dum, Kolkata","Italian, Fast Food",₹500,11am – 10pm (Mon-Sun)
"Italian, Fast Food",Real Momo,Cuisines:,,"K M Roychowdhury Road, Dakshin Jagaddal, Narendra Pur, Kolkata","Italian, Fast Food",₹200,
North Indian,Petook,Cuisines:,-,"26/1 B, B.M Banerjee By Lane, Belghoria, Kolkata",North Indian,₹200,4pm – 10:30pm (Mon-Sun)
North Indian,Biryani From Breakfast Point,Cuisines:,-,"251/F, Raipur Road, Jadavpur, Kolkata",North Indian,₹300,10am – 9pm (Mon-Sun)
Chinese,Maa Ka Haath Ka Khana,35 votes,3.5,"AJ-226, Near 206 Bus Stand, Sector 2, Salt Lake, Kolkata",Chinese,₹300,"8:30am – 11am, 11:30am – 3pm, 7pm – 10pm (Mon..."
Chinese,Matry Moyee Hotel,Cuisines:,-,"15, Nilgunge Road, Indira Nagar, Sodepur, Kolkata",Chinese,₹150,10:30am – 11:30pm (Mon-Sun)
"North Indian, Mughlai, Rolls",Bonoful,Cuisines:,-,"11/5A, Taki Road, Near Budget Bazaar, Barasat, Kolkata","North Indian, Mughlai, Rolls",₹100,9am – 10pm (Mon-Sun)
"North Indian, Mughlai, Rolls",SenG's Kitchen,Cuisines:,,"Aghore Sarani, Barendrapara, Opposite Bipattarini Mandir, Sonarpur, Kolkata","North Indian, Mughlai, Rolls",₹300,
"North Indian, Chinese",Hot Bite Restaurant,Cuisines:,-,"Sukhobristi, Shapoorji, Patharghata, New Town, Kolkata","North Indian, Chinese",₹300,12noon – 11:30pm (Mon-Sun)
"North Indian, Chinese",Aahar Food Station,Cuisines:,-,"Saptarshi Apartment, Holding 3152, Teghoria Sonarpur Station Road, Rajpur, Sonarpur, Kolkata","North Indian, Chinese",₹200,8am – 10pm (Mon-Sun)
"North Indian, Beverages",Sitala Sweets,Cuisines:,-,"8B, Parui Das Para Road, Shyam Sundar Pally, Behala, Kolkata","North Indian, Beverages",₹300,8am – 11pm (Mon-Sun)
"North Indian, Beverages",Hazi Biryani,Cuisines:,NEW,Delivery Only,"North Indian, Beverages",₹300,11am – 11pm (Mon-Sun)
"Burger, Italian, Fast Food",Paul's Spicy Food,Cuisines:,-,"48 A, Khanpur Road, Sahid Nagar Colony, Netaji Nagar, Tollygunge, Kolkata","Burger, Italian, Fast Food",₹500,12noon – 11:30pm (Mon-Sun)
"Burger, Italian, Fast Food",Shaw Corner,Cuisines:,-,"31, Chinar Park, Kolkata","Burger, Italian, Fast Food",₹300,10am – 7pm (Mon-Sun)
"Sandwich, Fast Food",Peerage- Aristocrat Hotel,5 votes,2.9,"Plot AH-5, 16-1111, AA-1A, New Town, Kolkata","Sandwich, Fast Food","₹1,000",24 Hours (Mon-Sun)
"Sandwich, Fast Food",QFC And The London Cakes,28 votes,3.7,"Holding 1381, Ward 27, Rajpur Sonarpur Municipality, Garia, Kolkata","Sandwich, Fast Food",₹250,11am – 10pm (Mon-Sun)
South Indian,Haji Biryani,201 votes,3.7,"Niranjan Pally, Regent Park, Bansdroni, Tollygunge, Kolkata",South Indian,₹200,12noon – 11pm (Mon-Sun)
South Indian,West Light Vally Restaurant Cum Bar,7 votes,3.2,"3rd Floor, Calcutta Green Commercial Complex, Survey Park, Ajoy Nagar, Kolkata",South Indian,"₹1,200",12noon – 11pm (Mon-Sun)
Mishti,Bindas,78 votes,3.3,"112, Near Sonarpur, Purba Baidya Para Road, Khrishtala, Narendra Pur, Kolkata",Mishti,₹500,12noon – 10:30pm (Mon-Sun)
Mishti,Nirmal Chinese Fast Food Centre,8 votes,3.2,"89/3/A, KC Ash Lane, Near Bahunpark, Rishra, Kolkata",Mishti,₹250,10am – 9pm (Mon-Sun)
"Chinese, North Indian",Cha R Baak,61 votes,3.8,"Shop 101, Plot A/1, Raja Subodh Chandra Mallik Road, New Raipur, Garia, Kolkata","Chinese, North Indian",₹400,"Closed (Mon),10am – 10pm (Tue-Sun)"
"Chinese, North Indian",Footpath Restaurant,45 votes,3.4,"Shapoorji, Action Area 3, New Town, Kolkata","Chinese, North Indian",₹600,11:30am – 11:30pm (Mon-Sun)
"Chinese, Thai, Healthy Food",Republic of Noodles - Lemon Tree Noodles Premier,Cuisines:,-,"BG 9, Premises 30-1111, New Town, Kolkata","Chinese, Thai, Healthy Food","₹1,600","12:30pm – 3pm, 7pm – 11pm (Mon-Sun)"
"Chinese, Thai, Healthy Food",The Seven Forteen,Cuisines:,NEW,"Space 031A, 1925, Chak Garia, Metropolis Mall, 3RD Floor, Hilandpark, Santoshpur, Kolkata","Chinese, Thai, Healthy Food",₹750,12:30pm – 10:30am (Mon-Sun)
"Burger, Fast Food, Beverages",Dolly's Kitchen,4 votes,3.0,"195/B, Rupali Apartment, Block B, Shyamnagar Road, Bangur, Kolkata","Burger, Fast Food, Beverages",₹350,11am – 11pm (Mon-Sun)
"Burger, Fast Food, Beverages",Smart Food Cafe,23 votes,3.4,"E 17, Vivekananda Park, Chanditala Hassi Apartment, Near Ghola Indian Gas Office, Sodepur, Kolkata","Burger, Fast Food, Beverages",₹400,5pm – 10:30pm (Mon-Sun)
Biryani,Hatti Punjab Di,4 votes,3.0,"Floor 3, Meena Tower, Above Amino Restaurant, Rajarhat, Chinar Park, Kolkata",Biryani,₹600,11am – 11pm (Mon-Sun)
Biryani,Food Express,12 votes,3.4,"H. B. Town, Natagarh Main Road, Sodepur, Kolkata",Biryani,₹500,1pm – 11pm (Mon-Sun)
Chinese,Olive Grill,6 votes,3.1,"146, Dhalua Main Road, Near Netaji Subhash Engineering College, Police Para, Garia, Kolkata",Chinese,₹400,12noon – 10pm (Mon-Sun)
Chinese,Amrit Rasoi,6 votes,3.1,"Patharghata Gram Panchayat, New Town, Kolkata",Chinese,₹200,8:30am – 11pm (Mon-Sun)
Bakery,Hnuko Mukho Hangla,29 votes,3.4,"2, Ground Floor, Ashray Apartment, Bally, Howrah",Bakery,₹450,12noon – 11pm (Mon-Sun)
Bakery,2 Corners,24 votes,3.4,"Ground Floor, Shankar Bhawan, Panchvati Complex, VIP Road, Opposite Shree Shyam Mandir, Kaikhali, Kolkata",Bakery,₹300,8:30am – 9:30pm (Mon-Sun)
"Momos, Nepalese",Pubg Cafe And Lounge,30 votes,2.8,"389, Grand Trunk Road, Block G1, Bally, Howrah","Momos, Nepalese",₹600,11am – 11pm (Mon-Sun)
"Momos, Nepalese",The Romance Bakery,11 votes,3.3,Delivery Only,"Momos, Nepalese",₹200,10am – 10pm (Mon-Sun)
"North Indian, Chinese, Street Food, Fast Food",Sen5es,202 votes,3.5,"NKDA, CB Block Community Market, Action Area 1 C, Intersection of Street 199 & 254, Near WaterTank 5, New Town, Kolkata","North Indian, Chinese, Street Food, Fast Food",₹400,"8am – 3:30pm, 4pm – 11pm (Mon-Sun)"
"North Indian, Chinese, Street Food, Fast Food",Chennai Junction,35 votes,3.4,"Rangoli Mall, 212, Girish Ghosh Road, Liluah, Howrah","North Indian, Chinese, Street Food, Fast Food",₹500,11am – 10pm (Mon-Sun)
"Chinese, BBQ, Bar Food",Kalpataru,8 votes,3.1,"5, Italgacha Road, Rajbari, Dum Dum, Kolkata","Chinese, BBQ, Bar Food",₹500,12noon – 10pm (Mon-Sun)
"Chinese, BBQ, Bar Food",Orbit Restaurant,68 votes,3.3,"573, Jawpore Road, Near India Steam Laundry Gate, Dum Dum, Kolkata","Chinese, BBQ, Bar Food",₹550,8:30am – 12midnight (Mon-Sun)
"Bakery, Sandwich, Burger, Continental",Adda O Baithak,45 votes,3.2,"87/257, Raja S. C Mullick Road, Raipur Mandal Para Road, Ganguly Bagan, Jadavpur, Kolkata","Bakery, Sandwich, Burger, Continental",₹400,"Closed (Mon),12noon – 10:30pm (Tue-Sun)"
"Bakery, Sandwich, Burger, Continental",Cake Creations,48 votes,3.3,"Nagerbazar, Kolkata","Bakery, Sandwich, Burger, Continental",₹500,8am – 10pm (Mon-Sun)
"North Indian, Rolls, Hyderabadi",Dui-Paar Bangla,238 votes,3.6,"BMC/12/11/N/73, Block-I, Mondal Ganthi, VIP Road, Opposite United Bank Of India, Kaikhali, Kolkata","North Indian, Rolls, Hyderabadi",₹800,12noon – 2am (Mon-Sun)
"North Indian, Rolls, Hyderabadi",Little Kolkata,134 votes,3.4,"Near Apollo Nursing Collage, Narayanpur, Chinar Park, Kolkata","North Indian, Rolls, Hyderabadi",₹600,11am – 1:30am (Mon-Sun)
"Chinese, North Indian",The Dark Barrel,95 votes,4.0,"CK-2, 6th Floor, Sector 2, Salt Lake, Kolkata","Chinese, North Indian","₹1,000",12:30pm – 11pm (Mon-Sun)
"Chinese, North Indian",Cake-O-Nation,37 votes,3.5,"Flat 4A, 33, Chal Patty Road, Rupantar Apartment, Baguihati, Kolkata","Chinese, North Indian",₹400,9am – 10pm (Mon-Sun)
Mishti,Pet Pujo,6 votes,3.2,"14/38, Gorkhasa Basi Road, Arjunpur Bazar, Utkarshini Apartment, Baguihati, Kolkata",Mishti,₹350,12noon – 11pm (Mon-Sun)
Mishti,Rollz,7 votes,3.2,"FB 6, Anil Abasan, 5th Floor, Deshbandhu Nagar, Chawal Patty, Baguiati, Bangur, Kolkata",Mishti,₹200,8am – 11pm (Mon-Sun)
"North Indian, Chinese, South Indian",Tandoor-E-Night,14 votes,3.3,"2/2, Sambhu Nath Das Lane, State Bank Colony, Sadhan Pally, Sinthi, Kolkata","North Indian, Chinese, South Indian",₹450,"12:30pm – 3pm, 4:30pm – 11pm (Mon-Sun)"
"North Indian, Chinese, South Indian",Affan Biryani,7 votes,3.0,"Monder Mor, Jatragachi, Rajarhat, New Town, Kolkata","North Indian, Chinese, South Indian",₹300,10am – 10pm (Mon-Sun)
Mishti,Jewels Of India,19 votes,3.2,"1, Jessore Road, Hathkhola, Beside Great Eastern Showroom, Barasat, Kolkata",Mishti,"₹1,800",11am – 11pm (Mon-Sun)
Mishti,Asmani Biriyani,23 votes,3.2,"31/1, KC Sen Road, Subhash Nagar 2, Rishra, Kolkata",Mishti,₹150,12noon – 9:30pm (Mon-Sun)
North Indian,Grand Royal,213 votes,3.6,"176/A, Rammohan Place, Indira Gandhi Road, Konnagar, Kolkata",North Indian,₹400,11am – 11pm (Mon-Sun)
North Indian,Kolkata Captain,10 votes,3.1,"B-50, Rabindrapally, Brahmapur, Garia, Kolkata",North Indian,₹200,10am – 11pm (Mon-Sun)
"Bakery, Desserts",Mast Punjabi Dhaba,29 votes,3.6,"DN 11, Sector 5, Salt Lake, Kolkata","Bakery, Desserts",₹350,11:30am – 11pm (Mon-Sun)
"Bakery, Desserts",Tessa,179 votes,2.6,"Shop 220, 2nd Floor, DLF Newtown Heights Plaza, Opposite Shapoorji Housing Complex, Rajarhat, New Town, Kolkata","Bakery, Desserts","₹1,000",2pm – 12midnight (Mon-Sun)
"North Indian, Chinese",Krazzy Kulfi,16 votes,3.3,"Axis Mall, New Town, Kolkata","North Indian, Chinese",₹300,11am – 10:30pm (Mon-Sun)
"North Indian, Chinese",Radha's Kitchen,58 votes,3.5,"116/1/B, Girish Ghosh Road, Liluah, Howrah","North Indian, Chinese",₹250,12noon – 11pm (Mon-Sun)
"North Indian, Chinese",Paan King,54 votes,3.6,"1698 / A(N), Bangur, Kolkata","North Indian, Chinese",₹100,8am – 11pm (Mon-Sun)
"North Indian, Chinese",The Sandwich Wala,28 votes,3.3,"104/1, Girish Ghosh Road, Liluah, Howrah","North Indian, Chinese",₹250,"Closed (Mon),12noon – 9pm (Tue-Sun)"
"Biryani, Fast Food, Chinese",Shapla Restaurant,10 votes,3.0,"Salua, Gopalpur, Rajarhat, Chinar Park, Kolkata","Biryani, Fast Food, Chinese",₹300,12noon – 11pm (Mon-Sun)
"Biryani, Fast Food, Chinese",Dolly's Hungry Pot,8 votes,3.2,"23, Arcade, Siddha Town, Narayanpur, Gopalpur Gram, Rajarhat, New Town, Kolkata","Biryani, Fast Food, Chinese",₹900,"11:30am – 3pm, 5:30pm – 9:30pm (Mon, Tue, Thu..."
"North Indian, Chinese",The Dish,20 votes,3.3,"3A, KC Lane, Baranagar, Kolkata","North Indian, Chinese",₹300,12noon – 11pm (Mon-Sun)
"North Indian, Chinese",Sarathi Veg Kitchen,47 votes,3.3,"H/H8, Baguihati Junction, Baguihati, Kolkata","North Indian, Chinese",₹100,7am – 10pm (Mon-Sun)
Beverages,Kolkata Dhaba,51 votes,3.5,"NP 238/A, Nayapatti Main Road, Sector 5, Salt Lake, Kolkata",Beverages,₹600,12noon – 4am (Mon-Sun)
Beverages,Happy Restaurant,Cuisines:,,"Sujan Heights Apartment, Ward 26, Holding RGM 110, Block H, Christan Para, Krishnapur, Kestopur, Kolkata",Beverages,₹300,
Fast Food,Kalpana Food Plaza,145 votes,3.2,"Shop 61, Sector 1, Salt Lake, Kolkata",Fast Food,₹250,8am – 11pm (Mon-Sun)
Fast Food,Himur Heshel,53 votes,4.0,"170, NSC Bose Road, Tetultala, Garia, Kolkata",Fast Food,₹400,"Closed (Mon),12noon – 11pm (Tue, Wed, Fri), 12noon..."
Biryani,Rath,252 votes,3.6,"2, MM Feeder Road, Rathtala, Belghoria, Kolkata",Biryani,₹500,"1pm – 10:30pm (Mon),12noon – 10:30pm (Tue-Sun)"
Biryani,Apurba Lal's Restaurant,36 votes,2.8,"267, BT Road, Near Baranagar Police Station, Baranagar, Kolkata",Biryani,₹450,12:30pm – 11pm (Mon-Sun)
Biryani,M-Lounge - Monotel,33 votes,3.3,"Monotel, DM 2, Sector 5, Salt Lake, Kolkata",Biryani,₹800,24 Hours (Mon-Sun)
Biryani,Amarjit Hotel & Restaurant,85 votes,2.6,"2, S.M. Ali Road, Barrackpore, Kolkata",Biryani,₹300,11am – 12midnight (Mon-Sun)
"North Indian, Biryani",Dan Din's,82 votes,3.4,"BE 104, Sector 1, Salt Lake, Kolkata","North Indian, Biryani",₹800,12noon – 10pm (Mon-Sun)
"North Indian, Biryani",Anandamayee Sweets,165 votes,4.0,Delivery Only,"North Indian, Biryani",₹100,7:30am – 10pm (Mon-Sun)
"North Indian, Chinese",China Green,Cuisines:,,"CA5, Baguiati Bazar, V.I.P. Road, Baguihati, Kolkata","North Indian, Chinese",₹600,
"North Indian, Chinese",Sweet Stories,49 votes,3.6,"98, Naburun Pally, Sodepur, Kolkata","North Indian, Chinese",₹150,8am – 10pm (Mon-Sun)
South Indian,Bawarchi Biriyani,132 votes,3.6,"1/1/20, Sweety Plaza, N S Avenue, Serampore, Kolkata",South Indian,₹300,11am – 9:30pm (Mon-Sun)
South Indian,Panday -S- Kitchen,5 votes,3.1,"Garui, Panchanan Tala, Shivam Apartments, Rabindra Nagar, South Dum Dum, Kolkata",South Indian,₹100,10am – 10pm (Mon-Sun)
Mishti,Bao Bao,15 votes,3.8,Delivery Only,Mishti,₹450,11am – 11pm (Mon-Sun)
Mishti,Chekhe Dekhun,Cuisines:,,"348/137, N.S.C Bose Road, Naktala, S.O Naktala, Tollygunge, Kolkata",Mishti,₹300,
"Mithai, Street Food",South Indian Coffee House,Cuisines:,,"380, M.G Road, Kabardanga, Haridevpur, Tollygunge, Kolkata","Mithai, Street Food",₹100,
"Mithai, Street Food",Mr Biryani Centre,Cuisines:,-,"7, Gopal Lal Thakur Road, Baranagar, Kolkata","Mithai, Street Food",₹350,1:30pm – 10:30pm (Mon-Sun)
"Sandwich, Fast Food",BiriyaniWala,Cuisines:,-,"DD 68, Narayantala East, Ashwini Nagar, Baguihati, Kolkata","Sandwich, Fast Food",₹200,8am – 11pm (Mon-Sun)
"Sandwich, Fast Food",Cafe Adda,Cuisines:,-,"409, 1, Nayabad Avenue, Budherhat, Pancha Sayar, Near Ajoy Nagar, Kolkata","Sandwich, Fast Food",₹100,10am – 11pm (Mon-Sun)
"North Indian, Bengali",Green Inn Bar Cum Restaurant,11 votes,3.0,"10/4, BT Road, Government Quarters, Santhi Nagra Colony, Belghoria, Kolkata","North Indian, Bengali",₹400,11am – 11pm (Mon-Sun)
"North Indian, Bengali",Dada Mosay Hotel & Restaurant,7 votes,2.9,"34, Jessore Road, Chowmatha, Madhyamgram, Barasat, Kolkata","North Indian, Bengali",₹450,11am – 12midnight (Mon-Sun)
"North Indian, Mughlai, Bengali, Fast Food",Delish,Cuisines:,-,"214, GT Road East, Chandannagar, Kolkata","North Indian, Mughlai, Bengali, Fast Food",₹600,4pm – 9pm (Mon-Sun)
"North Indian, Mughlai, Bengali, Fast Food",K2 Restaurant Cum Bar,5 votes,3.0,"Dum Dum Expressway, Chalkkanthalia, G P Mohanpur, Barrackpore, Kolkata","North Indian, Mughlai, Bengali, Fast Food",₹800,11am – 11pm (Mon-Sun)
Street Food,Alishan Star Restaurant,9 votes,3.2,"West Beraberi, Narayanpur, Paschim, Rajarhat, Gopalpur, Bidhannagar-Rajarhat Municipal Corporation, North Twenty 24 Parganas, New Town, Kolkata",Street Food,₹300,12noon – 12midnight (Mon-Sun)
Street Food,O Alibaba,270 votes,3.4,"58, New G.T Road, Uttarpara, Kolkata",Street Food,₹400,12:30pm – 9:30pm (Mon-Sun)
North Indian,Annapurna Meal Services,15 votes,2.9,"9/6, Barisha Purbapara Road, Thakur Pukur, Kolkata",North Indian,₹400,10am – 10pm (Mon-Sun)
North Indian,The Tenzing Bowl,23 votes,3.9,"7, Mukundapur Main Road, Ramkrishna Palli, Chit Kalikapur, Mukundapur, Kalikapur, Kolkata",North Indian,₹500,"12:30pm – 10:30pm (Mon, Wed, Thu, Fri, Sat, Sun)..."
South Indian,Ice On Fire Juice And Snacks Bar,10 votes,3.1,"34, Manjuvilla Apartment, Near Binoypally Shiv Mandir, Bansdroni, Tollygunge, Kolkata",South Indian,₹200,11am – 11pm (Mon-Sun)
South Indian,Bajrangbali Food Centre,80 votes,2.7,"Akandakeshari, Block K, Action Area III, New Town, Kolkata",South Indian,₹300,12noon – 1am (Mon-Sun)
"Chinese, Momos",Cheesy Blast,37 votes,3.7,"3/58, Chittaranjan Colony, Jadavpur, Kolkata","Chinese, Momos",₹200,12noon – 4am (Mon-Sun)
"Chinese, Momos",Wow Wow Burger,20 votes,3.3,"NP 290, Nayapatty Main Road, Sector 5, Salt Lake, Kolkata","Chinese, Momos",₹450,10am – 3am (Mon-Sun)
Chinese,The North Cafe,64 votes,3.4,"149/1, Sodepure Road East, Beside HDFC Bank, Madhyamgram, Barasat, Kolkata",Chinese,₹600,12noon – 10pm (Mon-Sun)
Chinese,Tandoor N Tadka,58 votes,3.6,"Shop 20, 1/20, Bangur Avenue, Super Market Complex, Block C, Bangur, Kolkata",Chinese,₹350,12:30pm – 2am (Mon-Sun)
"Cafe, Chinese, Continental",Alishan Star Biryani,5 votes,2.9,"Joga Danga, Near Masjid, Chinar Park, Kolkata","Cafe, Chinese, Continental",₹200,12noon – 12midnight (Mon-Sun)
"Cafe, Chinese, Continental",The Calcutta Spice,4 votes,3.0,"Near Hoogly Womens College, Vivekananda Road, Pipulpati, Chinsura, Kolkata","Cafe, Chinese, Continental",₹500,10:30am – 10:30pm (Mon-Sun)
Chinese,Hotel De Chandannagar,27 votes,3.4,"223, GT Road(East), Barabazar, Hooghly, Chandannagar, Kolkata",Chinese,₹250,11am – 11pm (Mon-Sun)
Chinese,Curcuma,7 votes,2.9,"Royal Green Club House, Greenfield City, 3rd Floor, Sibrampur, Behala, Kolkata",Chinese,₹300,8:30am – 10pm (Mon-Sun)
"North Indian, Fast Food",Saffron,32 votes,3.9,"Shop R 4A & 4B, Plot 5, Podium Godrej Waterside Building, Block DP, Electronics Complex, Sector 5, Salt Lake, Kolkata","North Indian, Fast Food",₹800,"11:30am – 3:15pm, 6:30pm – 11pm (Mon-Sun)"
"North Indian, Fast Food",Alia Biryani,6 votes,2.8,"Police Fadi Chiriyamore, Dum Dum, Kolkata","North Indian, Fast Food",₹300,9am – 4am (Mon-Sun)
"Biryani, Chinese",Hungry Hobbit,6 votes,3.0,"MB 577, Mahisbathan, Bidhan Nagar, Krishnapur, Sector 5, Salt Lake, Kolkata","Biryani, Chinese",₹300,"8:30am – 11am, 12noon – 11pm (Mon-Sun)"
"Biryani, Chinese",Bika Sweets,10 votes,3.3,"212, Girish Ghosh Road, Belur, Howrah","Biryani, Chinese",₹150,10am – 10pm (Mon-Sun)
Mishti,The Flames,16 votes,3.4,"241/1, GT Road, Liluah, Howrah",Mishti,₹500,10am – 10pm (Mon-Sun)
Mishti,Hangout @Evergreen,26 votes,3.3,"11, Doctor SP Mukherjee Road, Gora Bazar, Dum Dum, Kolkata",Mishti,₹400,1:30pm – 11pm (Mon-Sun)
North Indian,BBQ Hub,6 votes,2.9,"A-45, NKDA Market, Opposite Unitech Gate 1, New Town, Kolkata",North Indian,₹250,3pm – 2am (Mon-Sun)
